Sentence,Subject Characters,Actions with Subject Charcater,Object Characters,Objects and Actions,sentence sentiment score,dependency_tree
"Neville also joins Harry and Ronald , as Neville has forgotten the password to the common room and ended up sleeping on the floor outside .","['Neville', 'Neville', 'room', 'outside']","['Neville:joins', 'Neville:forgotten', 'room:forgotten', 'outside:sleeping']","['Harry', 'Ronald', 'password']","['Harry:joins', 'Ronald:joins', 'password:forgotten']",-0.2263,"[(('joins', 'VBZ'), 'nsubj', ('Neville', 'NNP')), (('joins', 'VBZ'), 'advmod', ('also', 'RB')), (('joins', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('joins', 'VBZ'), 'advcl', ('forgotten', 'VBN')), (('forgotten', 'VBN'), 'mark', ('as', 'IN')), (('forgotten', 'VBN'), 'nsubj', ('Neville', 'NNP')), (('forgotten', 'VBN'), 'aux', ('has', 'VBZ')), (('forgotten', 'VBN'), 'dobj', ('password', 'NN')), (('password', 'NN'), 'det', ('the', 'DT')), (('forgotten', 'VBN'), 'nmod', ('room', 'NN')), (('room', 'NN'), 'case', ('to', 'TO')), (('room', 'NN'), 'det', ('the', 'DT')), (('room', 'NN'), 'amod', ('common', 'JJ')), (('forgotten', 'VBN'), 'cc', ('and', 'CC')), (('forgotten', 'VBN'), 'conj', ('ended', 'VBD')), (('ended', 'VBD'), 'compound:prt', ('up', 'RP')), (('ended', 'VBD'), 'xcomp', ('sleeping', 'VBG')), (('sleeping', 'VBG'), 'nmod', ('outside', 'NN')), (('outside', 'NN'), 'case', ('on', 'IN')), (('outside', 'NN'), 'det', ('the', 'DT')), (('outside', 'NN'), 'compound', ('floor', 'NN'))]"
"Harry and Ronald arrive at the Trophy Room , the site of the duel , but Draco is nowhere to be found .","['Harry', 'Ronald', 'Room', 'duel', 'Draco']","['Harry:arrive', 'Ronald:arrive', 'Room:arrive', 'duel:site', 'Draco:is']",[],[],0.0,"[(('arrive', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('arrive', 'VBP'), 'nmod', ('Room', 'NNP')), (('Room', 'NNP'), 'case', ('at', 'IN')), (('Room', 'NNP'), 'det', ('the', 'DT')), (('Room', 'NNP'), 'compound', ('Trophy', 'NNP')), (('Room', 'NNP'), 'appos', ('site', 'NN')), (('site', 'NN'), 'det', ('the', 'DT')), (('site', 'NN'), 'nmod', ('duel', 'NN')), (('duel', 'NN'), 'case', ('of', 'IN')), (('duel', 'NN'), 'det', ('the', 'DT')), (('arrive', 'VBP'), 'cc', ('but', 'CC')), (('arrive', 'VBP'), 'conj', ('is', 'VBZ')), (('is', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('is', 'VBZ'), 'advmod', ('nowhere', 'RB')), (('is', 'VBZ'), 'xcomp', ('found', 'VBN')), (('found', 'VBN'), 'mark', ('to', 'TO')), (('found', 'VBN'), 'auxpass', ('be', 'VB'))]"
"Suddenly , Harry and Ronald hear Argus and Norris , enter the room .","['Harry', 'Ronald']","['Harry:hear', 'Ronald:hear']","['Argus', 'Norris', 'room']","['Argus:hear', 'Norris:hear', 'room:enter']",0.0,"[(('enter', 'VB'), 'advmod', ('Suddenly', 'RB')), (('enter', 'VB'), 'parataxis', ('hear', 'VBP')), (('hear', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('hear', 'VBP'), 'dobj', ('Argus', 'NNP')), (('Argus', 'NNP'), 'cc', ('and', 'CC')), (('Argus', 'NNP'), 'conj', ('Norris', 'NNP')), (('enter', 'VB'), 'dobj', ('room', 'NN')), (('room', 'NN'), 'det', ('the', 'DT'))]"
"With it obvious that Draco tricked them , they begin to hide and then run away .","['Draco', 'they']","['Draco:tricked', 'they:begin']",['them'],['them:tricked'],-0.3182,"[(('begin', 'VBP'), 'advcl', ('obvious', 'JJ')), (('obvious', 'JJ'), 'mark', ('With', 'IN')), (('obvious', 'JJ'), 'dep', ('it', 'PRP')), (('obvious', 'JJ'), 'ccomp', ('tricked', 'VBD')), (('tricked', 'VBD'), 'mark', ('that', 'IN')), (('tricked', 'VBD'), 'nsubj', ('Draco', 'NNP')), (('tricked', 'VBD'), 'dobj', ('them', 'PRP')), (('begin', 'VBP'), 'nsubj', ('they', 'PRP')), (('begin', 'VBP'), 'xcomp', ('hide', 'VB')), (('hide', 'VB'), 'mark', ('to', 'TO')), (('hide', 'VB'), 'cc', ('and', 'CC')), (('hide', 'VB'), 'conj', ('run', 'VB')), (('run', 'VB'), 'advmod', ('then', 'RB')), (('run', 'VB'), 'compound:prt', ('away', 'RP'))]"
"Not sure where they are going , they accidentally end up in the forbidden area on the third floor , staring at a large and scary Fluffy .","['they', 'they', 'area', 'floor', 'Fluffy']","['they:going', 'they:end', 'area:end', 'floor:area', 'Fluffy:staring']",[],[],-0.8542,"[(('end', 'VB'), 'advmod', ('sure', 'JJ')), (('sure', 'JJ'), 'dep', ('Not', 'RB')), (('sure', 'JJ'), 'advcl', ('going', 'VBG')), (('going', 'VBG'), 'advmod', ('where', 'WRB')), (('going', 'VBG'), 'nsubj', ('they', 'PRP')), (('going', 'VBG'), 'aux', ('are', 'VBP')), (('end', 'VB'), 'nsubj', ('they', 'PRP')), (('end', 'VB'), 'advmod', ('accidentally', 'RB')), (('end', 'VB'), 'compound:prt', ('up', 'RP')), (('end', 'VB'), 'nmod', ('area', 'NN')), (('area', 'NN'), 'case', ('in', 'IN')), (('area', 'NN'), 'det', ('the', 'DT')), (('area', 'NN'), 'amod', ('forbidden', 'JJ')), (('area', 'NN'), 'nmod', ('floor', 'NN')), (('floor', 'NN'), 'case', ('on', 'IN')), (('floor', 'NN'), 'det', ('the', 'DT')), (('floor', 'NN'), 'amod', ('third', 'JJ')), (('end', 'VB'), 'xcomp', ('staring', 'VBG')), (('staring', 'VBG'), 'nmod', ('Fluffy', 'NN')), (('Fluffy', 'NN'), 'case', ('at', 'IN')), (('Fluffy', 'NN'), 'det', ('a', 'DT')), (('Fluffy', 'NN'), 'amod', ('large', 'JJ')), (('large', 'JJ'), 'cc', ('and', 'CC')), (('large', 'JJ'), 'conj', ('scary', 'JJ'))]"
"The children manage to get back to their dorm safely , though they are terrified .","['children', 'dorm', 'they']","['children:manage', 'dorm:back', 'they:terrified']",[],[],-0.2023,"[(('manage', 'VBP'), 'nsubj', ('children', 'NNS')), (('children', 'NNS'), 'det', ('The', 'DT')), (('manage', 'VBP'), 'xcomp', ('get', 'VB')), (('get', 'VB'), 'mark', ('to', 'TO')), (('get', 'VB'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod', ('dorm', 'NN')), (('dorm', 'NN'), 'case', ('to', 'TO')), (('dorm', 'NN'), 'nmod:poss', ('their', 'PRP$')), (('get', 'VB'), 'advmod', ('safely', 'RB')), (('get', 'VB'), 'advcl', ('terrified', 'JJ')), (('terrified', 'JJ'), 'mark', ('though', 'IN')), (('terrified', 'JJ'), 'nsubj', ('they', 'PRP')), (('terrified', 'JJ'), 'cop', ('are', 'VBP'))]"
"Hermione reprimands Harry , but stirs Harry 's curiosity by pointing out that Fluffy was standing on a trapdoor .","['Hermione', 'Fluffy', 'trapdoor']","['Hermione:reprimands', 'Fluffy:standing', 'trapdoor:standing']","['Harry', 'curiosity']","['Harry:reprimands', 'curiosity:stirs']",0.0,"[(('reprimands', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('reprimands', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('reprimands', 'VBZ'), 'cc', ('but', 'CC')), (('reprimands', 'VBZ'), 'conj', ('stirs', 'VBZ')), (('stirs', 'VBZ'), 'dobj', ('curiosity', 'NN')), (('curiosity', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('curiosity', 'NN'), 'acl', ('pointing', 'VBG')), (('pointing', 'VBG'), 'mark', ('by', 'IN')), (('pointing', 'VBG'), 'compound:prt', ('out', 'RP')), (('pointing', 'VBG'), 'ccomp', ('standing', 'VBG')), (('standing', 'VBG'), 'mark', ('that', 'IN')), (('standing', 'VBG'), 'nsubj', ('Fluffy', 'NNP')), (('standing', 'VBG'), 'aux', ('was', 'VBD')), (('standing', 'VBG'), 'nmod', ('trapdoor', 'NN')), (('trapdoor', 'NN'), 'case', ('on', 'IN')), (('trapdoor', 'NN'), 'det', ('a', 'DT'))]"
"The next morning , Harry and Ronald are discussing what the dog could be guarding when the mail arrives .","['Harry', 'Ronald', 'dog', 'mail']","['Harry:discussing', 'Ronald:discussing', 'dog:guarding', 'mail:arrives']",[],[],0.0,"[(('discussing', 'VBG'), 'nmod:tmod', ('morning', 'NN')), (('morning', 'NN'), 'det', ('The', 'DT')), (('morning', 'NN'), 'amod', ('next', 'JJ')), (('discussing', 'VBG'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('discussing', 'VBG'), 'aux', ('are', 'VBP')), (('discussing', 'VBG'), 'ccomp', ('guarding', 'VBG')), (('guarding', 'VBG'), 'dobj', ('what', 'WP')), (('guarding', 'VBG'), 'nsubj', ('dog', 'NN')), (('dog', 'NN'), 'det', ('the', 'DT')), (('guarding', 'VBG'), 'aux', ('could', 'MD')), (('guarding', 'VBG'), 'aux', ('be', 'VB')), (('guarding', 'VBG'), 'advcl', ('arrives', 'VBZ')), (('arrives', 'VBZ'), 'advmod', ('when', 'WRB')), (('arrives', 'VBZ'), 'nsubj', ('mail', 'NN')), (('mail', 'NN'), 'det', ('the', 'DT'))]"
"Harry receives a Nimbus  , along with a note from Minerva summoning Harry to Quidditch practise .","['Harry', 'note', 'Harry', 'practise']","['Harry:receives', 'note:receives', 'Harry:note', 'practise:Harry']",[],[],0.0,"[(('receives', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('receives', 'VBZ'), 'dobj', ('Nimbus', 'NNPS')), (('Nimbus', 'NNPS'), 'det', ('a', 'DT')), (('receives', 'VBZ'), 'nmod', ('note', 'NN')), (('note', 'NN'), 'advmod', ('along', 'RB')), (('note', 'NN'), 'case', ('with', 'IN')), (('note', 'NN'), 'det', ('a', 'DT')), (('note', 'NN'), 'nmod', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', ('from', 'IN')), (('Harry', 'NNP'), 'compound', ('Minerva', 'NNP')), (('Harry', 'NNP'), 'compound', ('summoning', 'NNP')), (('Harry', 'NNP'), 'nmod', ('practise', 'NN')), (('practise', 'NN'), 'case', ('to', 'TO')), (('practise', 'NN'), 'compound', ('Quidditch', 'NNP'))]"
Draco tells Harry that first-year students are not allowed broomsticks .,['Draco'],['Draco:tells'],"['Harry', 'students', 'broomsticks']","['Harry:tells', 'students:allowed', 'broomsticks:allowed']",0.0,"[(('tells', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('tells', 'VBZ'), 'dobj', ('Harry', 'NNP')), (('tells', 'VBZ'), 'ccomp', ('allowed', 'VBN')), (('allowed', 'VBN'), 'mark', ('that', 'IN')), (('allowed', 'VBN'), 'nsubjpass', ('students', 'NNS')), (('students', 'NNS'), 'amod', ('first-year', 'JJ')), (('allowed', 'VBN'), 'auxpass', ('are', 'VBP')), (('allowed', 'VBN'), 'neg', ('not', 'RB')), (('allowed', 'VBN'), 'dobj', ('broomsticks', 'NNS'))]"
Draco then tries to report Harry to Filius who just expresses admiration for Harry 's talent having heard from Minerva .,"['Draco', 'Filius', 'talent', 'Minerva']","['Draco:tries', 'Filius:Harry', 'talent:admiration', 'Minerva:heard']","['Harry', 'admiration']","['Harry:report', 'admiration:expresses']",0.743,"[(('tries', 'VBZ'), 'nsubj', ('Draco', 'NNP')), (('tries', 'VBZ'), 'advmod', ('then', 'RB')), (('tries', 'VBZ'), 'xcomp', ('report', 'VB')), (('report', 'VB'), 'mark', ('to', 'TO')), (('report', 'VB'), 'dobj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'nmod', ('Filius', 'NNP')), (('Filius', 'NNP'), 'case', ('to', 'TO')), (('Harry', 'NNP'), 'acl:relcl', ('expresses', 'VBZ')), (('expresses', 'VBZ'), 'nsubj', ('who', 'WP')), (('expresses', 'VBZ'), 'advmod', ('just', 'RB')), (('expresses', 'VBZ'), 'dobj', ('admiration', 'NN')), (('admiration', 'NN'), 'nmod', ('talent', 'NN')), (('talent', 'NN'), 'case', ('for', 'IN')), (('talent', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('talent', 'NN'), 'dep', ('heard', 'VBN')), (('heard', 'VBN'), 'aux', ('having', 'VBG')), (('heard', 'VBN'), 'nmod', ('Minerva', 'NNP')), (('Minerva', 'NNP'), 'case', ('from', 'IN'))]"
"Harry later meets Oliver to learn the basics of Quidditch , including the various positions on a standard Quidditch team and the implements used in the game .","['Harry', 'Quidditch', 'positions', 'implements', 'team', 'game']","['Harry:meets', 'Quidditch:basics', 'positions:basics', 'implements:basics', 'team:positions', 'game:used']","['Oliver', 'basics']","['Oliver:meets', 'basics:learn']",0.0,"[(('meets', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('meets', 'VBZ'), 'advmod', ('later', 'RB')), (('meets', 'VBZ'), 'dobj', ('Oliver', 'NNP')), (('meets', 'VBZ'), 'xcomp', ('learn', 'VB')), (('learn', 'VB'), 'mark', ('to', 'TO')), (('learn', 'VB'), 'dobj', ('basics', 'NNS')), (('basics', 'NNS'), 'det', ('the', 'DT')), (('basics', 'NNS'), 'nmod', ('Quidditch', 'NNP')), (('Quidditch', 'NNP'), 'case', ('of', 'IN')), (('basics', 'NNS'), 'nmod', ('positions', 'NNS')), (('positions', 'NNS'), 'case', ('including', 'VBG')), (('positions', 'NNS'), 'det', ('the', 'DT')), (('positions', 'NNS'), 'amod', ('various', 'JJ')), (('positions', 'NNS'), 'nmod', ('team', 'NN')), (('team', 'NN'), 'case', ('on', 'IN')), (('team', 'NN'), 'det', ('a', 'DT')), (('team', 'NN'), 'amod', ('standard', 'JJ')), (('team', 'NN'), 'compound', ('Quidditch', 'NNP')), (('positions', 'NNS'), 'cc', ('and', 'CC')), (('positions', 'NNS'), 'conj', ('implements', 'NN')), (('implements', 'NN'), 'det', ('the', 'DT')), (('implements', 'NN'), 'acl', ('used', 'VBN')), (('used', 'VBN'), 'nmod', ('game', 'NN')), (('game', 'NN'), 'case', ('in', 'IN')), (('game', 'NN'), 'det', ('the', 'DT'))]"
Oliver explains Harry 's role as a Seeker : Harry 's job is to avoid other players and catch Golden .,"['Oliver', 'Seeker', 'job']","['Oliver:explains', 'Seeker:role', 'job:is']","['role', 'players', 'Golden']","['role:explains', 'players:avoid', 'Golden:catch']",-0.296,"[(('explains', 'VBZ'), 'nsubj', ('Oliver', 'NNP')), (('explains', 'VBZ'), 'dobj', ('role', 'NN')), (('role', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('role', 'NN'), 'nmod', ('Seeker', 'NNP')), (('Seeker', 'NNP'), 'case', ('as', 'IN')), (('Seeker', 'NNP'), 'det', ('a', 'DT')), (('explains', 'VBZ'), 'parataxis', ('is', 'VBZ')), (('is', 'VBZ'), 'nsubj', ('job', 'NN')), (('job', 'NN'), 'nmod:poss', ('Harry', 'NNP')), (('Harry', 'NNP'), 'case', (""'s"", 'POS')), (('is', 'VBZ'), 'xcomp', ('avoid', 'VB')), (('avoid', 'VB'), 'mark', ('to', 'TO')), (('avoid', 'VB'), 'dobj', ('players', 'NNS')), (('players', 'NNS'), 'amod', ('other', 'JJ')), (('avoid', 'VB'), 'cc', ('and', 'CC')), (('avoid', 'VB'), 'conj', ('catch', 'VB')), (('catch', 'VB'), 'dobj', ('Golden', 'NNP'))]"
"A Quidditch game can not end until Golden is caught , making the Seeker the most important player on a team .","['game', 'Seeker', 'team']","['game:end', 'Seeker:player', 'team:player']",['Golden'],['Golden:caught'],0.2716,"[(('end', 'VB'), 'nsubj', ('game', 'NN')), (('game', 'NN'), 'det', ('A', 'DT')), (('game', 'NN'), 'compound', ('Quidditch', 'NNP')), (('end', 'VB'), 'aux', ('can', 'MD')), (('end', 'VB'), 'neg', ('not', 'RB')), (('end', 'VB'), 'advcl', ('caught', 'VBN')), (('caught', 'VBN'), 'mark', ('until', 'IN')), (('caught', 'VBN'), 'nsubjpass', ('Golden', 'NNP')), (('caught', 'VBN'), 'auxpass', ('is', 'VBZ')), (('caught', 'VBN'), 'xcomp', ('making', 'VBG')), (('making', 'VBG'), 'xcomp', ('player', 'NN')), (('player', 'NN'), 'nsubj', ('Seeker', 'NNP')), (('Seeker', 'NNP'), 'det', ('the', 'DT')), (('player', 'NN'), 'det', ('the', 'DT')), (('player', 'NN'), 'amod', ('important', 'JJ')), (('important', 'JJ'), 'advmod', ('most', 'RBS')), (('player', 'NN'), 'nmod', ('team', 'NN')), (('team', 'NN'), 'case', ('on', 'IN')), (('team', 'NN'), 'det', ('a', 'DT'))]"
"On Hallowe'en , Filius begins teaching his students how to make things fly , using the '' Wingardium Leviosa '' spell .","[""Hallowe'en"", 'Filius', 'things']","[""Hallowe'en:begins"", 'Filius:begins', 'things:fly']","['students', 'Leviosa']","['students:teaching', 'Leviosa:using']",0.0,"[(('begins', 'VBZ'), 'nmod', (""Hallowe'en"", 'NNP')), ((""Hallowe'en"", 'NNP'), 'case', ('On', 'IN')), (('begins', 'VBZ'), 'nsubj', ('Filius', 'NNP')), (('begins', 'VBZ'), 'xcomp', ('teaching', 'VBG')), (('teaching', 'VBG'), 'dobj', ('students', 'NNS')), (('students', 'NNS'), 'nmod:poss', ('his', 'PRP$')), (('teaching', 'VBG'), 'xcomp', ('make', 'VB')), (('make', 'VB'), 'advmod', ('how', 'WRB')), (('make', 'VB'), 'mark', ('to', 'TO')), (('make', 'VB'), 'ccomp', ('fly', 'VB')), (('fly', 'VB'), 'nsubj', ('things', 'NNS')), (('begins', 'VBZ'), 'xcomp', ('using', 'VBG')), (('using', 'VBG'), 'dobj', ('Leviosa', 'NNP')), (('Leviosa', 'NNP'), 'compound', ('the', 'NNP')), (('Leviosa', 'NNP'), 'compound', ('Wingardium', 'NNP')), (('Leviosa', 'NNP'), 'acl:relcl', ('spell', 'VB'))]"
"Only Hermione succeeds ; Ronald , offended by her air of superiority , utters a nasty comment that Hermione overhears .","['Hermione', 'Ronald', 'air', 'superiority', 'Hermione']","['Hermione:succeeds', 'Ronald:utters', 'air:offended', 'superiority:air', 'Hermione:overhears']",['comment'],['comment:utters'],0.0,"[(('succeeds', 'VBZ'), 'nsubj', ('Hermione', 'NNP')), (('Hermione', 'NNP'), 'advmod', ('Only', 'RB')), (('succeeds', 'VBZ'), 'parataxis', ('utters', 'VBZ')), (('utters', 'VBZ'), 'nsubj', ('Ronald', 'NNP')), (('Ronald', 'NNP'), 'acl', ('offended', 'VBN')), (('offended', 'VBN'), 'nmod', ('air', 'NN')), (('air', 'NN'), 'case', ('by', 'IN')), (('air', 'NN'), 'nmod:poss', ('her', 'PRP$')), (('air', 'NN'), 'nmod', ('superiority', 'NN')), (('superiority', 'NN'), 'case', ('of', 'IN')), (('utters', 'VBZ'), 'dobj', ('comment', 'NN')), (('comment', 'NN'), 'det', ('a', 'DT')), (('comment', 'NN'), 'amod', ('nasty', 'JJ')), (('utters', 'VBZ'), 'ccomp', ('overhears', 'VBZ')), (('overhears', 'VBZ'), 'mark', ('that', 'IN')), (('overhears', 'VBZ'), 'nsubj', ('Hermione', 'NNP'))]"
Harry notices Hermione running off in tears .,"['notices', 'tears']","['notices:Hermione', 'tears:running']",[],[],-0.2263,"[(('Hermione', 'VBP'), 'nsubj', ('notices', 'NNS')), (('notices', 'NNS'), 'compound', ('Harry', 'NNP')), (('Hermione', 'VBP'), 'xcomp', ('running', 'VBG')), (('running', 'VBG'), 'compound:prt', ('off', 'RP')), (('running', 'VBG'), 'nmod', ('tears', 'NNS')), (('tears', 'NNS'), 'case', ('in', 'IN'))]"
"Harry and Ronald arrive at the Hallowe'en feast to hear Quirinus , the teacher of Defence Against the Dark Arts , give a terrifying announcement about a twelve-foot troll in the building .","['Harry', 'Ronald', 'feast', 'Quirinus', 'Defence', 'Arts', 'troll', 'building']","['Harry:arrive', 'Ronald:arrive', 'feast:arrive', 'Quirinus:give', 'Defence:teacher', 'Arts:Defence', 'troll:give', 'building:troll']",['announcement'],['announcement:give'],-0.5106,"[(('arrive', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('arrive', 'VBP'), 'nmod', ('feast', 'NN')), (('feast', 'NN'), 'case', ('at', 'IN')), (('feast', 'NN'), 'det', ('the', 'DT')), (('feast', 'NN'), 'compound', (""Hallowe'en"", 'NNP')), (('arrive', 'VBP'), 'xcomp', ('hear', 'VB')), (('hear', 'VB'), 'mark', ('to', 'TO')), (('hear', 'VB'), 'ccomp', ('give', 'VB')), (('give', 'VB'), 'nsubj', ('Quirinus', 'NNP')), (('Quirinus', 'NNP'), 'appos', ('teacher', 'NN')), (('teacher', 'NN'), 'det', ('the', 'DT')), (('teacher', 'NN'), 'nmod', ('Defence', 'NNP')), (('Defence', 'NNP'), 'case', ('of', 'IN')), (('Defence', 'NNP'), 'nmod', ('Arts', 'NNS')), (('Arts', 'NNS'), 'case', ('Against', 'IN')), (('Arts', 'NNS'), 'det', ('the', 'DT')), (('Arts', 'NNS'), 'amod', ('Dark', 'JJ')), (('give', 'VB'), 'dobj', ('announcement', 'NN')), (('announcement', 'NN'), 'det', ('a', 'DT')), (('announcement', 'NN'), 'amod', ('terrifying', 'JJ')), (('give', 'VB'), 'nmod', ('troll', 'NN')), (('troll', 'NN'), 'case', ('about', 'IN')), (('troll', 'NN'), 'det', ('a', 'DT')), (('troll', 'NN'), 'amod', ('twelve-foot', 'JJ')), (('troll', 'NN'), 'nmod', ('building', 'NN')), (('building', 'NN'), 'case', ('in', 'IN')), (('building', 'NN'), 'det', ('the', 'DT'))]"
"As the prefects lead the students back to their dorms , Harry realises that Hermione does not know about the troll .","['prefects', 'dorms', 'Harry', 'Hermione', 'troll']","['prefects:lead', 'dorms:back', 'Harry:realises', 'Hermione:know', 'troll:know']",['students'],['students:lead'],0.0,"[(('realises', 'VBZ'), 'advcl', ('lead', 'VBP')), (('lead', 'VBP'), 'mark', ('As', 'IN')), (('lead', 'VBP'), 'nsubj', ('prefects', 'NNS')), (('prefects', 'NNS'), 'det', ('the', 'DT')), (('lead', 'VBP'), 'dobj', ('students', 'NNS')), (('students', 'NNS'), 'det', ('the', 'DT')), (('lead', 'VBP'), 'advmod', ('back', 'RB')), (('back', 'RB'), 'nmod', ('dorms', 'NNS')), (('dorms', 'NNS'), 'case', ('to', 'TO')), (('dorms', 'NNS'), 'nmod:poss', ('their', 'PRP$')), (('realises', 'VBZ'), 'nsubj', ('Harry', 'NNP')), (('realises', 'VBZ'), 'ccomp', ('know', 'VB')), (('know', 'VB'), 'mark', ('that', 'IN')), (('know', 'VB'), 'nsubj', ('Hermione', 'NNP')), (('know', 'VB'), 'aux', ('does', 'VBZ')), (('know', 'VB'), 'neg', ('not', 'RB')), (('know', 'VB'), 'nmod', ('troll', 'NN')), (('troll', 'NN'), 'case', ('about', 'IN')), (('troll', 'NN'), 'det', ('the', 'DT'))]"
Harry and Ronald head off to warn Hermione and come upon the troll .,"['Harry', 'Ronald', 'troll']","['Harry:head', 'Ronald:head', 'troll:come']",['Hermione'],['Hermione:warn'],-0.1027,"[(('head', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('head', 'VBP'), 'compound:prt', ('off', 'RP')), (('head', 'VBP'), 'xcomp', ('warn', 'VB')), (('warn', 'VB'), 'mark', ('to', 'TO')), (('warn', 'VB'), 'dobj', ('Hermione', 'NNP')), (('warn', 'VB'), 'cc', ('and', 'CC')), (('warn', 'VB'), 'conj', ('come', 'VB')), (('come', 'VB'), 'nmod', ('troll', 'NN')), (('troll', 'NN'), 'case', ('upon', 'IN')), (('troll', 'NN'), 'det', ('the', 'DT'))]"
"Unwittingly , Harry and Ronald lock it in the girls ' bathroom only to realise that Hermione is trapped in there with the troll .","['Harry', 'Ronald', 'bathroom', 'troll']","['Harry:lock', 'Ronald:lock', 'bathroom:lock', 'troll:trapped']","['it', 'Hermione']","['it:lock', 'Hermione:trapped']",-0.5267,"[(('lock', 'VBP'), 'advmod', ('Unwittingly', 'RB')), (('lock', 'VBP'), 'nsubj', ('Harry', 'NNP')), (('Harry', 'NNP'), 'cc', ('and', 'CC')), (('Harry', 'NNP'), 'conj', ('Ronald', 'NNP')), (('lock', 'VBP'), 'dobj', ('it', 'PRP')), (('lock', 'VBP'), 'nmod', ('bathroom', 'NN')), (('bathroom', 'NN'), 'case', ('in', 'IN')), (('bathroom', 'NN'), 'nmod:poss', ('girls', 'NNS')), (('girls', 'NNS'), 'det', ('the', 'DT')), (('girls', 'NNS'), 'case', (""'"", 'POS')), (('bathroom', 'NN'), 'acl', ('realise', 'VB')), (('realise', 'VB'), 'advmod', ('only', 'RB')), (('realise', 'VB'), 'mark', ('to', 'TO')), (('realise', 'VB'), 'ccomp', ('trapped', 'VBN')), (('trapped', 'VBN'), 'mark', ('that', 'IN')), (('trapped', 'VBN'), 'nsubjpass', ('Hermione', 'NNP')), (('trapped', 'VBN'), 'auxpass', ('is', 'VBZ')), (('trapped', 'VBN'), 'nmod', ('there', 'RB')), (('there', 'RB'), 'case', ('in', 'IN')), (('trapped', 'VBN'), 'nmod', ('troll', 'NN')), (('troll', 'NN'), 'case', ('with', 'IN')), (('troll', 'NN'), 'det', ('the', 'DT'))]"
"Using teamwork , magic , and a lot of luck , the two of them manage to knock out the troll .","['luck', 'them']","['luck:lot', 'them:two']","['teamwork', 'magic', 'lot', 'troll']","['teamwork:Using', 'magic:Using', 'lot:Using', 'troll:knock']",0.4588,"[(('manage', 'VBP'), 'advcl', ('Using', 'VBG')), (('Using', 'VBG'), 'dobj', ('teamwork', 'NN')), (('teamwork', 'NN'), 'conj', ('magic', 'NN')), (('teamwork', 'NN'), 'cc', ('and', 'CC')), (('teamwork', 'NN'), 'conj', ('lot', 'NN')), (('lot', 'NN'), 'det', ('a', 'DT')), (('lot', 'NN'), 'nmod', ('luck', 'NN')), (('luck', 'NN'), 'case', ('of', 'IN')), (('manage', 'VBP'), 'nsubj', ('two', 'CD')), (('two', 'CD'), 'det', ('the', 'DT')), (('two', 'CD'), 'nmod', ('them', 'PRP')), (('them', 'PRP'), 'case', ('of', 'IN')), (('manage', 'VBP'), 'xcomp', ('knock', 'VB')), (('knock', 'VB'), 'mark', ('to', 'TO')), (('knock', 'VB'), 'compound:prt', ('out', 'RP')), (('knock', 'VB'), 'dobj', ('troll', 'NN')), (('troll', 'NN'), 'det', ('the', 'DT'))]"
